target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_key_resp.rt,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,219.84320960000014,219.84320960000014,219.84320960000014,219.84320960000014,220.83117059999995,220.8615777,k,k,1,0.8143797000000177,221.66106020000007,221.66106020000007,221.66106020000007,221.66106020000007,221.66106020000007,221.66106020000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,221.66106020000007,221.66106020000007,221.66106020000007,221.66106020000007,222.65138610000008,222.68220029999998,l,l,1,1.3254554999998618,223.98822530000007,223.98822530000007,223.98822530000007,223.98822530000007,223.98822530000007,223.98822530000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,223.98822530000007,223.98822530000007,223.98822530000007,223.98822530000007,224.97168239999996,225.0076626,j,j,1,0.9842326999998932,225.96711759999994,225.96711759999994,225.96711759999994,225.96711759999994,225.96711759999994,225.96711759999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,5,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,225.96711759999994,225.96711759999994,225.96711759999994,225.96711759999994,226.96243060000006,226.99411750000013,l,l,1,1.0036514999999326,227.98453050000012,227.98453050000012,227.98453050000012,227.98453050000012,227.98453050000012,227.98453050000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,227.98453050000012,227.98453050000012,227.98453050000012,227.98453050000012,228.9797470000001,229.01090309999995,k,k,1,0.8284793999998783,229.81136379999998,229.81136379999998,229.81136379999998,229.81136379999998,229.81136379999998,229.81136379999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,229.81136379999998,229.81136379999998,229.81136379999998,229.81136379999998,230.7895264000001,230.85008270000003,j,j,1,1.030260200000157,231.8475042,231.8475042,231.8475042,231.8475042,231.8475042,231.8475042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,8,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,231.8475042,231.8475042,231.8475042,231.8475042,232.82842520000008,232.89341390000004,j,j,1,0.957954700000073,233.80718860000002,233.80718860000002,233.80718860000002,233.80718860000002,233.80718860000002,233.80718860000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,233.80718860000002,233.80718860000002,233.80718860000002,233.80718860000002,234.784623,234.85438939999995,l,l,1,0.9227528999999777,235.74125780000008,235.74125780000008,235.74125780000008,235.74125780000008,235.74125780000008,235.74125780000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,235.74125780000008,235.74125780000008,235.74125780000008,235.74125780000008,236.7232851000001,236.794128,k,k,1,0.8193913999998585,237.5624196000001,237.5624196000001,237.5624196000001,237.5624196000001,237.5624196000001,237.5624196000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,11,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,237.5624196000001,237.5624196000001,237.5624196000001,237.5624196000001,238.53880870000012,238.61033139999995,j,j,1,0.7903603000002022,239.3497436,239.3497436,239.3497436,239.3497436,239.3497436,239.3497436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,12,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,239.3497436,239.3497436,239.3497436,239.3497436,240.3441660000001,240.37815760000012,j,j,1,0.8161086000000068,241.1785843,241.1785843,241.1785843,241.1785843,241.1785843,241.1785843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,13,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,241.1785843,241.1785843,241.1785843,241.1785843,242.17290120000007,242.20859599999994,k,k,1,0.8068115999999463,242.98611370000003,242.98611370000003,242.98611370000003,242.98611370000003,242.98611370000003,242.98611370000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,242.98611370000003,242.98611370000003,242.98611370000003,242.98611370000003,243.97838969999998,244.01009020000015,l,l,1,0.8272145999999339,244.82225859999994,244.82225859999994,244.82225859999994,244.82225859999994,244.82225859999994,244.82225859999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,15,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,244.82225859999994,244.82225859999994,244.82225859999994,244.82225859999994,245.82299039999998,245.85976950000008,k,k,1,0.8276620999999977,246.65028200000006,246.65028200000006,246.65028200000006,246.65028200000006,246.65028200000006,246.65028200000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,16,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,246.65028200000006,246.65028200000006,246.65028200000006,246.65028200000006,247.64814410000008,247.68108589999997,l,l,1,0.8980278000001363,248.54758259999994,248.54758259999994,248.54758259999994,248.54758259999994,248.54758259999994,248.54758259999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,17,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,248.54758259999994,248.54758259999994,248.54758259999994,248.54758259999994,249.5545959000001,249.58766300000002,k,k,1,0.8559843000000456,250.41491760000008,250.41491760000008,250.41491760000008,250.41491760000008,250.41491760000008,250.41491760000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,0,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,250.41491760000008,250.41491760000008,250.41491760000008,250.41491760000008,251.40030309999997,251.43161450000002,j,j,1,0.6462500000000091,252.07449410000004,252.07449410000004,252.07449410000004,252.07449410000004,252.07449410000004,252.07449410000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,1,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,252.07449410000004,252.07449410000004,252.07449410000004,252.07449410000004,253.06697770000005,253.10386940000012,l,l,1,1.2739707999999155,254.34691629999998,254.34691629999998,254.34691629999998,254.34691629999998,254.34691629999998,254.34691629999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,2,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,254.34691629999998,254.34691629999998,254.34691629999998,254.34691629999998,255.3353204,255.368563,k,k,1,0.8228296999998292,256.1772846000001,256.1772846000001,256.1772846000001,256.1772846000001,256.1772846000001,256.1772846000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,3,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,256.1772846000001,256.1772846000001,256.1772846000001,256.1772846000001,257.1634991000001,257.1966565,j,j,1,0.8307258999998339,258.00640709999993,258.00640709999993,258.00640709999993,258.00640709999993,258.00640709999993,258.00640709999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,4,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,258.00640709999993,258.00640709999993,258.00640709999993,258.00640709999993,259.01156960000003,259.04451100000006,l,l,1,0.9204577999998946,259.93612129999997,259.93612129999997,259.93612129999997,259.93612129999997,259.93612129999997,259.93612129999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,5,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,259.93612129999997,259.93612129999997,259.93612129999997,259.93612129999997,260.93248170000015,260.9670705000001,j,j,1,0.9129813999998078,261.8519374,261.8519374,261.8519374,261.8519374,261.8519374,261.8519374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,6,24,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,261.8519374,261.8519374,261.8519374,261.8519374,262.8273358000001,262.8970137000001,k,k,1,0.7142747000000327,263.5668395,263.5668395,263.5668395,263.5668395,263.5668395,263.5668395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,7,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,263.5668395,263.5668395,263.5668395,263.5668395,264.5498113000001,264.58193129999995,j,j,1,0.7267073000000437,265.3000647000001,265.3000647000001,265.3000647000001,265.3000647000001,265.3000647000001,265.3000647000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,8,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,265.3000647000001,265.3000647000001,265.3000647000001,265.3000647000001,266.29929000000016,266.3330369,j,j,1,0.7802934999999707,267.0831472,267.0831472,267.0831472,267.0831472,267.0831472,267.0831472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,9,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,267.0831472,267.0831472,267.0831472,267.0831472,268.05636830000003,268.12268800000015,k,k,1,0.7025295999999344,268.79132890000005,268.79132890000005,268.79132890000005,268.79132890000005,268.79132890000005,268.79132890000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,10,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,268.79132890000005,268.79132890000005,268.79132890000005,268.79132890000005,269.77341939999997,269.8336683,k,k,1,0.8891223000000537,270.68306840000014,270.68306840000014,270.68306840000014,270.68306840000014,270.68306840000014,270.68306840000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,11,29,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,270.68306840000014,270.68306840000014,270.68306840000014,270.68306840000014,271.67773839999995,271.7080162,l,l,1,0.6609293999999863,272.3450362000001,272.3450362000001,272.3450362000001,272.3450362000001,272.3450362000001,272.3450362000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,12,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,272.3450362000001,272.3450362000001,272.3450362000001,272.3450362000001,273.33094460000007,273.36241659999996,k,k,1,0.787326000000121,274.13695929999994,274.13695929999994,274.13695929999994,274.13695929999994,274.13695929999994,274.13695929999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,13,31,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,274.13695929999994,274.13695929999994,274.13695929999994,274.13695929999994,275.12513149999995,275.1547914,k,k,1,0.6332280999999966,275.7713503,275.7713503,275.7713503,275.7713503,275.7713503,275.7713503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,14,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,275.7713503,275.7713503,275.7713503,275.7713503,276.7443296000001,276.8047553000001,l,l,1,0.831525000000056,277.60752100000013,277.60752100000013,277.60752100000013,277.60752100000013,277.60752100000013,277.60752100000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,15,33,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,277.60752100000013,277.60752100000013,277.60752100000013,277.60752100000013,278.5882495000001,278.65883170000006,l,l,1,0.7467927000000145,279.35251029999995,279.35251029999995,279.35251029999995,279.35251029999995,279.35251029999995,279.35251029999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,16,34,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,279.35251029999995,279.35251029999995,279.35251029999995,279.35251029999995,280.3401678,280.3707736000001,j,j,1,0.8206603999999516,281.18486170000006,281.18486170000006,281.18486170000006,281.18486170000006,281.18486170000006,281.18486170000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,17,35,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,281.18486170000006,281.18486170000006,281.18486170000006,281.18486170000006,282.1688398000001,282.19874720000007,l,l,1,0.8935096999998677,283.0724496,283.0724496,283.0724496,283.0724496,283.0724496,283.0724496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,2,0,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,283.0724496,283.0724496,283.0724496,283.0724496,284.06636030000004,284.10050019999994,j,j,1,0.8976250999999138,284.97651740000015,284.97651740000015,284.97651740000015,284.97651740000015,284.97651740000015,284.97651740000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,2,1,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,284.97651740000015,284.97651740000015,284.97651740000015,284.97651740000015,285.94938189999993,286.01060180000013,j,j,1,0.8084621000000425,286.7842459000001,286.7842459000001,286.7842459000001,286.7842459000001,286.7842459000001,286.7842459000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,2,2,38,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,286.7842459000001,286.7842459000001,286.7842459000001,286.7842459000001,287.77493270000014,287.80454439999994,j,j,1,0.7313546999998835,288.5301353,288.5301353,288.5301353,288.5301353,288.5301353,288.5301353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,2,3,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,288.5301353,288.5301353,288.5301353,288.5301353,289.5148583,289.5454288000001,j,j,1,0.8177026000000751,290.3449836,290.3449836,290.3449836,290.3449836,290.3449836,290.3449836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,2,4,40,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,290.3449836,290.3449836,290.3449836,290.3449836,291.3183801,291.37910490000013,l,l,1,0.8886712999999418,292.24114080000004,292.24114080000004,292.24114080000004,292.24114080000004,292.24114080000004,292.24114080000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,2,5,41,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,292.24114080000004,292.24114080000004,292.24114080000004,292.24114080000004,293.2159973,293.2919101,j,j,1,0.9615933000000041,294.2000739,294.2000739,294.2000739,294.2000739,294.2000739,294.2000739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,2,6,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,294.2000739,294.2000739,294.2000739,294.2000739,295.1845846000001,295.2137923,k,k,1,0.7635060000000067,295.96754740000006,295.96754740000006,295.96754740000006,295.96754740000006,295.96754740000006,295.96754740000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,2,7,43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,295.96754740000006,295.96754740000006,295.96754740000006,295.96754740000006,296.9473945,297.00875169999995,l,l,1,1.0950596999998652,298.06760699999995,298.06760699999995,298.06760699999995,298.06760699999995,298.06760699999995,298.06760699999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,2,8,44,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,298.06760699999995,298.06760699999995,298.06760699999995,298.06760699999995,299.0582342,299.0887166,j,j,1,0.8115485999999237,299.87967060000005,299.87967060000005,299.87967060000005,299.87967060000005,299.87967060000005,299.87967060000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,2,9,45,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,299.87967060000005,299.87967060000005,299.87967060000005,299.87967060000005,300.86829409999996,300.8986033000001,l,l,1,0.9318227999999635,301.8161668,301.8161668,301.8161668,301.8161668,301.8161668,301.8161668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
