distractor,target,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,main_prac,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,exp_end_key.rt,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,12,12,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,283.78567879999173,k,k,1,0.9345409999950789,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,13,13,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,285.72673339999164,k,k,1,0.8229592999996385,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,14,14,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,287.55129649999435,None,None,1,1.5091239000030328,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,15,15,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,290.0628371999919,None,None,1,1.513213199999882,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,16,16,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,292.57894989999477,None,k,0,0.9254384999949252,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,17,17,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,295.5445047999965,None,None,1,1.5370426000008592,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,18,18,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,298.0809350999916,None,None,1,1.514429900009418,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,19,19,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,300.60102560000087,None,None,1,1.5174771000019973,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,20,20,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,303.12067049999314,k,k,1,0.9414167999930214,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,21,21,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,305.06677710000076,None,None,1,1.5096462000074098,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,22,22,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,307.5789850000001,None,None,1,1.5226507000043057,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,23,23,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,310.10107789999165,None,None,1,1.540425300001516,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,24,24,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,312.64805029999116,None,None,1,1.504956899996614,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,25,25,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,315.1585015999881,None,None,1,1.5388162000017473,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,26,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,317.70181749999756,None,None,1,1.5269456000096397,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,27,27,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,320.2325528999936,None,None,1,1.515846900001634,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,28,28,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,322.7509168999968,k,k,1,1.0442719999991823,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,29,29,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,324.80501829998684,None,None,1,1.539189199989778,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,30,30,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,327.33759799999825,k,k,1,1.1894802000024356,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,31,31,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,329.5337761999981,None,None,1,1.5532647999934852,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,32,32,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,332.0954544999986,k,k,1,0.778233300006832,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,33,33,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,333.8787752999924,k,k,1,0.7735955999960424,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,34,34,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,335.6542153999908,None,None,1,1.5112307999952463,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,35,35,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,338.1667693999916,None,None,1,1.5191916000039782,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,36,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,340.69575619998795,None,None,1,1.512891899998067,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,37,37,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,343.21157219998713,None,None,1,1.5120920999906957,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,38,38,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,345.7232007999992,None,None,1,1.5317815999878803,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,39,39,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,348.26051959999313,k,k,1,0.780782799993176,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,40,40,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,350.05099150000024,None,None,1,1.5221344000019599,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,41,41,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,352.57268620000104,None,None,1,1.5307093000010354,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,42,42,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,355.1051274999918,None,None,1,1.5399270999914734,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,43,43,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,357.6437073999987,None,None,1,1.5247027000004891,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,44,44,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,360.170277799989,None,None,1,1.5148186000005808,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,45,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,362.69149499999185,None,None,1,1.5291680000082124,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,46,46,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,365.2189595999953,None,None,1,1.5294448000058765,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,47,47,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,367.75841179999406,k,k,1,0.8664153999998234,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,48,48,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,369.63206619999255,k,k,1,1.0538113999937195,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,49,49,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,371.6874111999932,k,k,1,0.8224251999927219,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,50,50,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,373.50710449999315,None,None,1,1.5233578000043053,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,51,51,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,376.03474599999026,None,None,1,1.5092989000113448,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,52,52,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,378.54884969998966,k,k,1,0.9722087000118336,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,53,53,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,380.5196619999915,k,k,1,0.9822088000073563,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,54,54,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,382.5129367999907,k,k,1,0.7490044000005582,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,55,55,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,384.25827169998956,None,None,1,1.5231938999932026,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,56,56,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,386.7850275999954,k,k,1,0.7949235999985831,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,57,57,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,388.58701669999573,k,k,1,1.0978800000011688,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,58,58,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,390.68792339999345,None,None,1,1.5246741000009933,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,59,59,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,393.2121524999966,None,None,1,1.5298390999960247,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,60,60,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,395.74512479999976,None,None,1,1.5107739999948535,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,61,61,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,398.2594848000008,None,None,1,1.5419821999967098,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,62,62,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,400.80422929998895,None,None,1,1.5153879999998026,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,63,63,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,403.322030299998,None,None,1,1.5136353999987477,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,64,64,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,405.8408752999967,None,None,1,1.543344799996703,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,65,65,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,408.3830323000002,None,None,1,1.5242120000038994,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,66,66,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,410.9056855999952,None,None,1,1.5315070000069682,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,67,67,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,413.43965119999484,None,None,1,1.5121814999874914,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,68,68,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,415.9595990999951,None,None,1,1.5302639000001363,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,69,69,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,418.49298479998833,None,None,1,1.5229865000001155,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,70,70,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,421.01562289999856,None,None,1,1.5203065999958199,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,71,71,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,423.5412760999898,None,None,1,1.5253710999968462,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
