target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,exp_end_key.rt,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,235.61077849999992,235.61077849999992,235.61077849999992,235.61077849999992,236.59894629999985,236.63376889999995,l,l,1,1.3251497999999629,237.94193299999984,237.94193299999984,237.94193299999984,237.94193299999984,237.94193299999984,237.94193299999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,3,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,237.94193299999984,237.94193299999984,237.94193299999984,237.94193299999984,238.9143262,238.98316509999995,k,k,1,1.0277760000001308,239.96955460000004,239.96955460000004,239.96955460000004,239.96955460000004,239.96955460000004,239.96955460000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,239.96955460000004,239.96955460000004,239.96955460000004,239.96955460000004,240.95728039999995,240.98918430000003,k,k,1,1.061950300000035,242.03750089999994,242.03750089999994,242.03750089999994,242.03750089999994,242.03750089999994,242.03750089999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,5,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,242.03750089999994,242.03750089999994,242.03750089999994,242.03750089999994,243.01908189999995,243.08542709999983,l,l,1,1.1273045000000366,244.16319139999996,244.16319139999996,244.16319139999996,244.16319139999996,244.16319139999996,244.16319139999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,6,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,244.16319139999996,244.16319139999996,244.16319139999996,244.16319139999996,245.14063379999993,245.2096790999999,l,l,1,1.0030185000000529,246.17377239999996,246.17377239999996,246.17377239999996,246.17377239999996,246.17377239999996,246.17377239999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,246.17377239999996,246.17377239999996,246.17377239999996,246.17377239999996,247.1510785999999,247.22326679999992,k,k,1,1.0179313000001002,248.1970647999999,248.1970647999999,248.1970647999999,248.1970647999999,248.1970647999999,248.1970647999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,248.1970647999999,248.1970647999999,248.1970647999999,248.1970647999999,249.1879363999999,249.22199439999986,l,l,1,1.1267351999999846,250.3187329,250.3187329,250.3187329,250.3187329,250.3187329,250.3187329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,250.3187329,250.3187329,250.3187329,250.3187329,251.30376039999987,251.3363078,k,k,1,1.0142668999999387,252.34171500000002,252.34171500000002,252.34171500000002,252.34171500000002,252.34171500000002,252.34171500000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,252.34171500000002,252.34171500000002,252.34171500000002,252.34171500000002,253.3133972999999,253.37936390000004,j,l,0,1.8254369999999653,255.1466309,255.1466309,255.1466309,256.18522729999995,256.18522729999995,256.18522729999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,11,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,256.18522729999995,256.18522729999995,256.18522729999995,256.18522729999995,257.16885490000004,257.2074892999999,j,j,1,1.171391099999937,258.35571979999986,258.35571979999986,258.35571979999986,258.35571979999986,258.35571979999986,258.35571979999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,12,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,258.35571979999986,258.35571979999986,258.35571979999986,258.35571979999986,259.35575619999986,259.39520019999986,l,l,1,1.0472925999999916,260.41000299999996,260.41000299999996,260.41000299999996,260.41000299999996,260.41000299999996,260.41000299999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,13,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,260.41000299999996,260.41000299999996,260.41000299999996,260.41000299999996,261.40950969999994,261.4424354999999,j,j,1,1.1405721999999514,262.54987630000005,262.54987630000005,262.54987630000005,262.54987630000005,262.54987630000005,262.54987630000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,14,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,262.54987630000005,262.54987630000005,262.54987630000005,262.54987630000005,263.52484489999983,263.59475,l,l,1,0.9799982999998065,264.5352576,264.5352576,264.5352576,264.5352576,264.5352576,264.5352576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,15,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,264.5352576,264.5352576,264.5352576,264.5352576,265.52810929999987,265.5694194,k,k,1,0.9773056999999881,266.51443159999985,266.51443159999985,266.51443159999985,266.51443159999985,266.51443159999985,266.51443159999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,16,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,266.51443159999985,266.51443159999985,266.51443159999985,266.51443159999985,267.50531,267.5390849999999,j,j,1,1.0962729000000309,268.6116835999999,268.6116835999999,268.6116835999999,268.6116835999999,268.6116835999999,268.6116835999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,17,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,268.6116835999999,268.6116835999999,268.6116835999999,268.6116835999999,269.60275090000005,269.63940090000006,j,j,1,1.0595782000000327,270.67771429999993,270.67771429999993,270.67771429999993,270.67771429999993,270.67771429999993,270.67771429999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,0,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,270.67771429999993,270.67771429999993,270.67771429999993,270.67771429999993,271.65638880000006,271.72302390000004,l,l,1,1.0463910000000851,272.72675230000004,272.72675230000004,272.72675230000004,272.72675230000004,272.72675230000004,272.72675230000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,1,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,272.72675230000004,272.72675230000004,272.72675230000004,272.72675230000004,273.70061609999993,273.77030509999986,k,k,1,0.9289805999999317,274.65824810000004,274.65824810000004,274.65824810000004,274.65824810000004,274.65824810000004,274.65824810000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,2,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,274.65824810000004,274.65824810000004,274.65824810000004,274.65824810000004,275.6565542999999,275.68932930000005,k,k,1,0.9568169999997735,276.6207339,276.6207339,276.6207339,276.6207339,276.6207339,276.6207339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,3,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,276.6207339,276.6207339,276.6207339,276.6207339,277.6119710999999,277.6450786999999,l,l,1,1.6340586000001167,279.23227459999976,279.23227459999976,279.23227459999976,280.2653355,280.2653355,280.2653355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,4,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,280.2653355,280.2653355,280.2653355,280.2653355,281.2558182,281.28911719999974,j,j,1,1.1658635000003414,282.4495137000001,282.4495137000001,282.4495137000001,282.4495137000001,282.4495137000001,282.4495137000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,5,23,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,282.4495137000001,282.4495137000001,282.4495137000001,282.4495137000001,283.4413496999998,283.48175560000004,k,k,1,1.0609662000001663,284.50495509999996,284.50495509999996,284.50495509999996,284.50495509999996,284.50495509999996,284.50495509999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,6,24,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,284.50495509999996,284.50495509999996,284.50495509999996,284.50495509999996,285.4866393,285.5553720999999,j,j,1,1.1348026999999092,286.6474572999998,286.6474572999998,286.6474572999998,286.6474572999998,286.6474572999998,286.6474572999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,7,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,286.6474572999998,286.6474572999998,286.6474572999998,286.6474572999998,287.6230828999999,287.70038139999974,l,l,1,0.9154684999998608,288.56439769999974,288.56439769999974,288.56439769999974,288.56439769999974,288.56439769999974,288.56439769999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,8,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,288.56439769999974,288.56439769999974,288.56439769999974,288.56439769999974,289.5445351999999,289.61490519999984,l,l,1,1.027984800000013,290.6088551,290.6088551,290.6088551,290.6088551,290.6088551,290.6088551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,9,27,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,290.6088551,290.6088551,290.6088551,290.6088551,291.59485789999985,291.62746330000004,j,j,1,1.084101699999792,292.6874571999999,292.6874571999999,292.6874571999999,292.6874571999999,292.6874571999999,292.6874571999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,10,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,292.6874571999999,292.6874571999999,292.6874571999999,292.6874571999999,293.6933495999999,293.7331412000001,l,l,1,0.9963520000001154,294.6840565,294.6840565,294.6840565,294.6840565,294.6840565,294.6840565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,11,29,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,294.6840565,294.6840565,294.6840565,294.6840565,295.66079909999985,295.7300438999998,l,l,1,1.0521440000002258,296.7452261000001,296.7452261000001,296.7452261000001,296.7452261000001,296.7452261000001,296.7452261000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,12,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,296.7452261000001,296.7452261000001,296.7452261000001,296.7452261000001,297.7263504,297.7942891,j,j,1,1.0874324999999772,298.83327589999976,298.83327589999976,298.83327589999976,298.83327589999976,298.83327589999976,298.83327589999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,13,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,298.83327589999976,298.83327589999976,298.83327589999976,298.83327589999976,299.82490649999977,299.8598414999999,j,j,1,1.2051581000000624,301.04081500000007,301.04081500000007,301.04081500000007,301.04081500000007,301.04081500000007,301.04081500000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,14,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,301.04081500000007,301.04081500000007,301.04081500000007,301.04081500000007,302.02244959999985,302.0908732999999,k,k,1,1.0399856000003638,303.1001561999999,303.1001561999999,303.1001561999999,303.1001561999999,303.1001561999999,303.1001561999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,15,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,303.1001561999999,303.1001561999999,303.1001561999999,303.1001561999999,304.08686409999996,304.1197900999998,k,k,1,1.0226188000001457,305.11642289999986,305.11642289999986,305.11642289999986,305.11642289999986,305.11642289999986,305.11642289999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,16,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,305.11642289999986,305.11642289999986,305.11642289999986,305.11642289999986,306.11183659999983,306.14424140000006,k,k,1,0.969658100000288,307.0881941,307.0881941,307.0881941,307.0881941,307.0881941,307.0881941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,17,35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,307.0881941,307.0881941,307.0881941,307.0881941,308.0872157000001,308.12131680000016,j,j,1,1.2305591999997887,309.33516440000017,309.33516440000017,309.33516440000017,309.33516440000017,309.33516440000017,309.33516440000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,2,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,309.33516440000017,309.33516440000017,309.33516440000017,309.33516440000017,310.3008947000001,310.36684739999987,k,k,1,0.9795454999998583,311.3157794000001,311.3157794000001,311.3157794000001,311.3157794000001,311.3157794000001,311.3157794000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,2,1,37,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,311.3157794000001,311.3157794000001,311.3157794000001,311.3157794000001,312.2745696999998,312.34004759999993,k,k,1,0.9135052999999971,313.22368759999995,313.22368759999995,313.22368759999995,313.22368759999995,313.22368759999995,313.22368759999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,2,2,38,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,313.22368759999995,313.22368759999995,313.22368759999995,313.22368759999995,314.2110224999999,314.2455994999998,k,k,1,0.9837316999996801,315.21243470000013,315.21243470000013,315.21243470000013,315.21243470000013,315.21243470000013,315.21243470000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,2,3,39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,315.21243470000013,315.21243470000013,315.21243470000013,315.21243470000013,316.19386999999983,316.2643393000001,j,j,1,1.2993129000001318,317.5119228000001,317.5119228000001,317.5119228000001,317.5119228000001,317.5119228000001,317.5119228000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,2,4,40,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,317.5119228000001,317.5119228000001,317.5119228000001,317.5119228000001,318.486897,318.55571929999974,l,l,1,0.982036099999732,319.49485519999985,319.49485519999985,319.49485519999985,319.49485519999985,319.49485519999985,319.49485519999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,2,5,41,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,319.49485519999985,319.49485519999985,319.49485519999985,319.49485519999985,320.49548230000005,320.5291940999998,l,l,1,0.9128550999998879,321.4128358999999,321.4128358999999,321.4128358999999,321.4128358999999,321.4128358999999,321.4128358999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,2,6,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,321.4128358999999,321.4128358999999,321.4128358999999,321.4128358999999,322.4035658,322.4385193999999,j,j,1,1.0903450000000703,323.5078302999998,323.5078302999998,323.5078302999998,323.5078302999998,323.5078302999998,323.5078302999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,2,7,43,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,323.5078302999998,323.5078302999998,323.5078302999998,323.5078302999998,324.49926889999983,324.5337705999998,k,k,1,0.9266325999997207,325.4308190999998,325.4308190999998,325.4308190999998,325.4308190999998,325.4308190999998,325.4308190999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,2,8,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,325.4308190999998,325.4308190999998,325.4308190999998,325.4308190999998,326.4211680000001,326.4544675999998,l,l,1,0.9025327000003927,327.3404377999998,327.3404377999998,327.3404377999998,327.3404377999998,327.3404377999998,327.3404377999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,2,9,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,327.3404377999998,327.3404377999998,327.3404377999998,327.3404377999998,328.3262701000001,328.36051539999994,j,j,1,1.059667200000149,329.40564370000016,329.40564370000016,329.40564370000016,329.40564370000016,329.40564370000016,329.40564370000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
