target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,149.5016584,149.5016584,149.5016584,149.5016584,150.47229019999986,150.53959880000002,k,k,1,0.6312057000000095,151.13531029999967,151.13531029999967,151.13531029999967,151.13531029999967,151.13531029999967,151.13531029999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,151.13531029999967,151.13531029999967,151.13531029999967,151.13531029999967,152.11814519999962,152.15121789999966,k,k,1,3.233253500000046,155.3479929,155.3479929,155.3479929,156.39664889999995,156.39664889999995,156.39664889999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,156.39664889999995,156.39664889999995,156.39664889999995,156.39664889999995,157.37631379999993,157.4437015999997,j,j,1,0.9905809000001682,158.39192689999982,158.39192689999982,158.39192689999982,158.39192689999982,158.39192689999982,158.39192689999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,5,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,158.39192689999982,158.39192689999982,158.39192689999982,158.39192689999982,159.37311469999986,159.4387689,k,k,1,0.747335000000021,160.14105169999993,160.14105169999993,160.14105169999993,160.14105169999993,160.14105169999993,160.14105169999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,6,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,160.14105169999993,160.14105169999993,160.14105169999993,160.14105169999993,161.14425679999977,161.1775788,j,j,1,0.9445614000001115,162.08863870000005,162.08863870000005,162.08863870000005,162.08863870000005,162.08863870000005,162.08863870000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,7,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,162.08863870000005,162.08863870000005,162.08863870000005,162.08863870000005,163.09254539999984,163.12614629999962,l,l,1,1.0046118000000206,164.09890369999994,164.09890369999994,164.09890369999994,164.09890369999994,164.09890369999994,164.09890369999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,8,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,164.09890369999994,164.09890369999994,164.09890369999994,164.09890369999994,165.0904203,165.1246715999996,l,l,1,0.9391361999996661,166.04046319999998,166.04046319999998,166.04046319999998,166.04046319999998,166.04046319999998,166.04046319999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,166.04046319999998,166.04046319999998,166.04046319999998,166.04046319999998,167.01005080000004,167.08023419999972,k,k,1,0.7653647000001911,167.81005619999996,167.81005619999996,167.81005619999996,167.81005619999996,167.81005619999996,167.81005619999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,10,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,167.81005619999996,167.81005619999996,167.81005619999996,167.81005619999996,168.80325569999968,168.83846489999996,l,l,1,0.9441600000000108,169.75693339999998,169.75693339999998,169.75693339999998,169.75693339999998,169.75693339999998,169.75693339999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,169.75693339999998,169.75693339999998,169.75693339999998,169.75693339999998,170.7563680999997,170.78725880000002,k,k,1,0.805058999999801,171.56487799999968,171.56487799999968,171.56487799999968,171.56487799999968,171.56487799999968,171.56487799999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,171.56487799999968,171.56487799999968,171.56487799999968,171.56487799999968,172.56019109999988,172.5915590999998,j,j,1,0.823631000000205,173.39190869999993,173.39190869999993,173.39190869999993,173.39190869999993,173.39190869999993,173.39190869999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,13,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,173.39190869999993,173.39190869999993,173.39190869999993,173.39190869999993,174.38407819999975,174.41863769999964,l,l,1,1.0416277000003902,175.4353013,175.4353013,175.4353013,175.4353013,175.4353013,175.4353013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,14,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,175.4353013,175.4353013,175.4353013,175.4353013,176.4183409999996,176.4564992999999,l,l,1,1.0643943000000036,177.50574519999964,177.50574519999964,177.50574519999964,177.50574519999964,177.50574519999964,177.50574519999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,15,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,177.50574519999964,177.50574519999964,177.50574519999964,177.50574519999964,178.49435730000005,178.52674829999978,j,j,1,1.1740562999998474,179.67731049999975,179.67731049999975,179.67731049999975,179.67731049999975,179.67731049999975,179.67731049999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,16,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,179.67731049999975,179.67731049999975,179.67731049999975,179.67731049999975,180.68727409999974,180.7237498999998,j,j,1,0.952812300000005,181.6402564,181.6402564,181.6402564,181.6402564,181.6402564,181.6402564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,17,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,181.6402564,181.6402564,181.6402564,181.6402564,182.6335721999999,182.67953009999974,l,l,1,1.0611299000001964,183.70204029999968,183.70204029999968,183.70204029999968,183.70204029999968,183.70204029999968,183.70204029999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,0,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,183.70204029999968,183.70204029999968,183.70204029999968,183.70204029999968,184.68393709999964,184.75568539999995,l,l,1,0.7318749000000935,185.44096760000002,185.44096760000002,185.44096760000002,185.44096760000002,185.44096760000002,185.44096760000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,1,19,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,185.44096760000002,185.44096760000002,185.44096760000002,185.44096760000002,186.41676189999998,186.47913249999965,k,k,1,0.8222855999997591,187.2665777999996,187.2665777999996,187.2665777999996,187.2665777999996,187.2665777999996,187.2665777999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,2,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,187.2665777999996,187.2665777999996,187.2665777999996,187.2665777999996,188.2417604999996,188.3130173999998,l,l,1,0.7643615000001773,189.03443419999985,189.03443419999985,189.03443419999985,189.03443419999985,189.03443419999985,189.03443419999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,3,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,189.03443419999985,189.03443419999985,189.03443419999985,189.03443419999985,190.0293829999996,190.06281409999974,j,j,1,0.7694930000002387,190.80773379999982,190.80773379999982,190.80773379999982,190.80773379999982,190.80773379999982,190.80773379999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,4,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,190.80773379999982,190.80773379999982,190.80773379999982,190.80773379999982,191.78537059999962,191.85810509999965,k,k,1,0.8708083000001352,192.68204990000004,192.68204990000004,192.68204990000004,192.68204990000004,192.68204990000004,192.68204990000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,5,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,192.68204990000004,192.68204990000004,192.68204990000004,192.68204990000004,193.67911860000004,193.71276939999962,l,l,1,0.7346315999998296,194.44597299999987,194.44597299999987,194.44597299999987,194.44597299999987,194.44597299999987,194.44597299999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,6,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,194.44597299999987,194.44597299999987,194.44597299999987,194.44597299999987,195.4156770999998,195.48364330000004,l,l,1,0.9837090000000899,196.4025518999997,196.4025518999997,196.4025518999997,196.4025518999997,196.4025518999997,196.4025518999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,7,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,196.4025518999997,196.4025518999997,196.4025518999997,196.4025518999997,197.4105580999999,197.44534059999978,k,k,1,0.7724498000002313,198.18090279999979,198.18090279999979,198.18090279999979,198.18090279999979,198.18090279999979,198.18090279999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,8,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,198.18090279999979,198.18090279999979,198.18090279999979,198.18090279999979,199.15546519999998,199.2220557999999,j,j,1,1.1292908999998872,200.31372109999984,200.31372109999984,200.31372109999984,200.31372109999984,200.31372109999984,200.31372109999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,9,27,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,200.31372109999984,200.31372109999984,200.31372109999984,200.31372109999984,201.28973319999977,201.35690109999996,l,l,1,1.1854648999997153,202.5021939999997,202.5021939999997,202.5021939999997,202.5021939999997,202.5021939999997,202.5021939999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,10,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,202.5021939999997,202.5021939999997,202.5021939999997,202.5021939999997,203.4991258,203.53632749999997,k,k,1,0.7864045999999689,204.29323469999963,204.29323469999963,204.29323469999963,204.29323469999963,204.29323469999963,204.29323469999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,11,29,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,204.29323469999963,204.29323469999963,204.29323469999963,204.29323469999963,205.27021539999987,205.33789649999972,j,j,1,0.9844241999999213,206.2783675999999,206.2783675999999,206.2783675999999,206.2783675999999,206.2783675999999,206.2783675999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,12,30,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,206.2783675999999,206.2783675999999,206.2783675999999,206.2783675999999,207.2543437999998,207.31874960000005,l,l,1,1.85024280000016,209.11014579999983,209.11014579999983,209.11014579999983,210.15214100000003,210.15214100000003,210.15214100000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,13,31,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,210.15214100000003,210.15214100000003,210.15214100000003,210.15214100000003,211.13916629999994,211.1746876999996,k,k,1,0.9444200000002638,212.09794729999976,212.09794729999976,212.09794729999976,212.09794729999976,212.09794729999976,212.09794729999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,14,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,212.09794729999976,212.09794729999976,212.09794729999976,212.09794729999976,213.06896579999966,213.14060329999984,k,k,1,0.8784431999997651,213.97744669999975,213.97744669999975,213.97744669999975,213.97744669999975,213.97744669999975,213.97744669999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,15,33,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,213.97744669999975,213.97744669999975,213.97744669999975,213.97744669999975,214.9616848999999,214.9952331999998,j,j,1,1.0656567000000905,216.04598979999992,216.04598979999992,216.04598979999992,216.04598979999992,216.04598979999992,216.04598979999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,16,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,216.04598979999992,216.04598979999992,216.04598979999992,216.04598979999992,217.0257962999999,217.09187789999987,j,j,1,0.862106600000061,217.91117199999962,217.91117199999962,217.91117199999962,217.91117199999962,217.91117199999962,217.91117199999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,17,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,217.91117199999962,217.91117199999962,217.91117199999962,217.91117199999962,218.90251179999996,218.93670380000003,j,j,1,1.5034390000000712,220.39847839999993,220.39847839999993,220.39847839999993,221.43297889999985,221.43297889999985,221.43297889999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,2,0,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,221.43297889999985,221.43297889999985,221.43297889999985,221.43297889999985,222.4166482999999,222.45341439999993,l,l,1,1.204027799999949,223.6467106,223.6467106,223.6467106,223.6467106,223.6467106,223.6467106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,2,1,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,223.6467106,223.6467106,223.6467106,223.6467106,224.65994490000003,224.70714719999978,l,l,1,0.8776873000001615,225.52260179999985,225.52260179999985,225.52260179999985,225.52260179999985,225.52260179999985,225.52260179999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,2,2,38,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,225.52260179999985,225.52260179999985,225.52260179999985,225.52260179999985,226.51463149999972,226.5482033999997,k,k,1,0.8748008000002301,227.40488449999975,227.40488449999975,227.40488449999975,227.40488449999975,227.40488449999975,227.40488449999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,2,3,39,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,227.40488449999975,227.40488449999975,227.40488449999975,227.40488449999975,228.39722359999996,228.43410359999962,l,l,1,1.3685912999999346,229.7730902999997,229.7730902999997,229.7730902999997,229.7730902999997,229.7730902999997,229.7730902999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,2,4,40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,229.7730902999997,229.7730902999997,229.7730902999997,229.7730902999997,230.7755874999998,230.81053219999967,l,l,1,0.910533199999918,231.68804669999963,231.68804669999963,231.68804669999963,231.68804669999963,231.68804669999963,231.68804669999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,2,5,41,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,231.68804669999963,231.68804669999963,231.68804669999963,231.68804669999963,232.66174789999968,232.73155169999973,j,j,1,0.8395496999996794,233.52827149999985,233.52827149999985,233.52827149999985,233.52827149999985,233.52827149999985,233.52827149999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,2,6,42,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,233.52827149999985,233.52827149999985,233.52827149999985,233.52827149999985,234.5307270999997,234.5722384999999,k,k,1,0.9471720999999889,235.47427040000002,235.47427040000002,235.47427040000002,235.47427040000002,235.47427040000002,235.47427040000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,2,7,43,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,235.47427040000002,235.47427040000002,235.47427040000002,235.47427040000002,236.4506065999999,236.51356199999964,k,k,1,0.7111306000001605,237.18950859999995,237.18950859999995,237.18950859999995,237.18950859999995,237.18950859999995,237.18950859999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,2,8,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,237.18950859999995,237.18950859999995,237.18950859999995,237.18950859999995,238.16598269999986,238.23131269999976,k,k,1,0.6548950000001241,238.8504155999999,238.8504155999999,238.8504155999999,238.8504155999999,238.8504155999999,238.8504155999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,2,9,45,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,238.8504155999999,238.8504155999999,238.8504155999999,238.8504155999999,239.82181139999966,239.88927399999966,j,j,1,0.8500400000002628,240.70929019999994,240.70929019999994,240.70929019999994,240.70929019999994,240.70929019999994,240.70929019999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
