distractor,target,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,main_prac,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.stopped,rest_key.stopped,rest_inst_text.stopped,rest_time.stopped,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,11,11,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,378.79309250000006,k,k,1,1.1775592000001325,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,12,12,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,380.9752341000001,None,None,1,1.5295149000000947,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,13,13,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,383.5041563,None,None,1,1.534560699999929,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,14,14,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,386.04392000000007,None,None,1,1.5059358999999404,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,15,15,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,388.55386799999997,None,None,1,1.5129276999998638,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,16,16,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,391.0653806,None,None,1,1.5281736000001729,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,17,17,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,393.59476819999986,None,None,1,1.5295346000000336,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,18,18,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,396.13320799999997,k,k,1,1.2321027000000413,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,19,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,398.3706216999999,None,None,1,1.5289278999998714,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,20,20,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,400.89745859999994,k,k,1,1.1998711999999614,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,21,21,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,403.10300289999986,k,k,1,1.5966769999999997,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,22,22,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,406.7200642999999,None,None,1,1.5180605999998988,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,23,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,409.23931429999993,k,k,1,1.0313583999998173,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,24,24,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,411.2802294999999,k,k,1,1.2618757999998707,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,25,25,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,413.54504900000006,k,k,1,1.193394200000057,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,26,26,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,415.7392075999999,None,None,1,1.516092800000024,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,27,27,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,418.2564497000001,None,None,1,1.5112833999999111,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,28,28,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,420.77025890000004,k,k,1,1.1309909000001426,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,29,29,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,422.91607769999996,k,k,1,1.0201689999998962,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,30,30,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,424.93624019999993,k,k,1,1.524370799999815,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,31,31,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,428.4957489000001,k,k,1,1.0430493999999726,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,32,32,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,430.5459117999999,None,None,1,1.537029500000017,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,33,33,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,433.0847343999999,None,None,1,1.5299563999999464,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,34,34,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,435.61674960000005,k,k,1,1.053631199999927,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,35,35,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,437.6823245999999,None,None,1,1.5196043000000827,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,36,36,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,440.1992049999999,None,None,1,1.5155171000001246,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,37,37,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,442.7168397999999,None,None,1,1.5288215000000491,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,38,38,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,445.2478633999999,k,k,1,1.2473135000000184,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,39,39,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,447.50552990000006,None,None,1,1.5258249999999407,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,40,40,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,450.0293649,k,k,1,1.137336199999936,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,41,41,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,452.1738309,None,None,1,1.528528999999935,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,42,42,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,454.7008899,k,k,1,1.6549070999999458,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,43,43,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,458.3791168,k,k,1,0.8945209000000887,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,44,44,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,460.2882703,k,k,1,0.9676116000000548,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,45,45,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,462.2601718000001,None,None,1,1.5159064999998009,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,46,46,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,464.7762614999999,None,None,1,1.5151792999999998,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,47,47,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,467.29747640000005,None,None,1,1.522660999999971,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,48,48,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,469.82407579999995,None,None,1,1.5214606000001822,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,49,49,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,472.3495854,k,k,1,1.062723799999958,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,50,50,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,474.42128120000007,None,None,1,1.5069241000001057,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,51,51,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,476.92773740000007,k,k,1,1.0729023999999754,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,52,52,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,479.00803870000004,k,k,1,1.7429566000000705,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,53,53,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,482.77047500000003,k,k,1,1.126904199999899,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,54,54,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,484.9067173000001,None,None,1,1.5285852000001796,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,55,55,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,487.4319737999999,None,None,1,1.513322700000117,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,56,56,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,489.949666,None,None,1,1.5158183999999437,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,57,57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,492.4683580000001,None,None,1,1.5219422000000122,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,58,58,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,494.9972865,None,None,1,1.5278682000000572,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,59,59,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,497.5286670999999,None,None,1,1.5208147000000736,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,60,60,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,500.0561837,k,k,1,1.147457999999915,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,61,61,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,502.2095646999999,None,None,1,1.5090631000000485,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,62,62,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,504.71527079999987,None,None,1,1.5268063000000893,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,63,63,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,507.24806220000005,k,k,1,0.9356240999998136,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,64,64,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,509.18900080000003,None,None,1,1.51755490000005,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,65,65,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,511.70927729999994,None,None,1,1.54400899999996,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,66,66,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,514.2523134999999,None,None,1,1.5310254999999415,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,67,67,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,516.788939,k,k,1,1.1245132999999896,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,68,68,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,518.9241317999999,None,None,1,1.5259954999999081,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,69,69,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,521.4475345999999,None,None,1,1.5122523,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
