target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_key_resp.rt,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,para_mouse.clicked_name,rest_text.stopped,rest_key.stopped,rest_inst_text.stopped,rest_time.stopped,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.23794129999987,main,2,2,1,negative,neutral,244.2872643999999,244.2872643999999,244.2872643999999,244.2872643999999,245.26694599999973,245.32918800000016,k,k,1,1.4370672999998533,246.7404607999997,246.7404607999997,246.7404607999997,246.7404607999997,246.7404607999997,246.7404607999997,233.30377850000013,0.0002988999999615771,space,8.891349300000002,0.6722222222222223,-0.32314814814814813,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,246.7404607999997,246.7404607999997,246.7404607999997,246.7404607999997,247.7310392999998,247.77152579999984,j,j,1,1.1772571000001335,248.9140754,248.9140754,248.9140754,248.9140754,248.9140754,248.9140754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,248.9140754,248.9140754,248.9140754,248.9140754,249.90016689999993,249.9299774000001,l,l,1,1.1814518000001044,251.09339309999996,251.09339309999996,251.09339309999996,251.09339309999996,251.09339309999996,251.09339309999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,3,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,251.09339309999996,251.09339309999996,251.09339309999996,251.09339309999996,252.06856160000007,252.13397029999987,l,l,1,1.1134342000000288,253.21091089999982,253.21091089999982,253.21091089999982,253.21091089999982,253.21091089999982,253.21091089999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,4,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,253.21091089999982,253.21091089999982,253.21091089999982,253.21091089999982,254.20256599999993,254.2340710999997,l,l,1,1.109692399999858,255.32985659999986,255.32985659999986,255.32985659999986,255.32985659999986,255.32985659999986,255.32985659999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,255.32985659999986,255.32985659999986,255.32985659999986,255.32985659999986,256.3040754999997,256.3655736999999,k,k,1,1.3200716999999713,257.6472171999999,257.6472171999999,257.6472171999999,257.6472171999999,257.6472171999999,257.6472171999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,6,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,257.6472171999999,257.6472171999999,257.6472171999999,257.6472171999999,258.62942239999984,258.69131830000015,k,,0,1.043011899999783,259.679854,259.679854,259.679854,260.71343279999974,260.71343279999974,260.71343279999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,260.71343279999974,260.71343279999974,260.71343279999974,260.71343279999974,261.72229830000015,261.7525264000001,j,,0,1.1899873000002117,262.88402959999985,262.88402959999985,262.88402959999985,263.93368550000014,263.93368550000014,263.93368550000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,263.93368550000014,263.93368550000014,263.93368550000014,263.93368550000014,264.93017599999985,264.96392860000014,j,j,1,1.2146677999999156,266.1542750999997,266.1542750999997,266.1542750999997,266.1542750999997,266.1542750999997,266.1542750999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,266.1542750999997,266.1542750999997,266.1542750999997,266.1542750999997,267.13593679999985,267.2035044999998,l,l,1,1.3290917999997873,268.4888249999999,268.4888249999999,268.4888249999999,268.4888249999999,268.4888249999999,268.4888249999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,10,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,268.4888249999999,268.4888249999999,268.4888249999999,268.4888249999999,269.4781174,269.5092998,l,l,1,1.2014366999997037,270.6972249999999,270.6972249999999,270.6972249999999,270.6972249999999,270.6972249999999,270.6972249999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,11,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,270.6972249999999,270.6972249999999,270.6972249999999,270.6972249999999,271.69397359999994,271.72666789999994,j,j,1,1.2500079999999798,272.9443437,272.9443437,272.9443437,272.9443437,272.9443437,272.9443437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,272.9443437,272.9443437,272.9443437,272.9443437,273.9335723999998,273.9651242,j,j,1,1.1568051000003834,275.10471240000015,275.10471240000015,275.10471240000015,275.10471240000015,275.10471240000015,275.10471240000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,0,13,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,275.10471240000015,275.10471240000015,275.10471240000015,275.10471240000015,276.0843638000001,276.14761880000015,j,j,1,1.1086356000000706,277.2166179000001,277.2166179000001,277.2166179000001,277.2166179000001,277.2166179000001,277.2166179000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,277.2166179000001,277.2166179000001,277.2166179000001,277.2166179000001,278.1886337000001,278.2599743999999,k,k,1,1.5116030999997747,279.7033415000001,279.7033415000001,279.7033415000001,280.73450809999986,280.73450809999986,280.73450809999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,15,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,280.73450809999986,280.73450809999986,280.73450809999986,280.73450809999986,281.7217559999999,281.7548649999999,k,k,1,1.2504822000000786,282.9953443999998,282.9953443999998,282.9953443999998,282.9953443999998,282.9953443999998,282.9953443999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,282.9953443999998,282.9953443999998,282.9953443999998,282.9953443999998,283.9761223999999,284.03987000000006,k,k,1,1.5611710000002859,285.5354202999997,285.5354202999997,285.5354202999997,286.58228180000015,286.58228180000015,286.58228180000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,0,17,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,286.58228180000015,286.58228180000015,286.58228180000015,286.58228180000015,287.57561699999997,287.60680360000015,l,l,1,1.3673131999998986,288.9641729,288.9641729,288.9641729,288.9641729,288.9641729,288.9641729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,0,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,288.9641729,288.9641729,288.9641729,288.9641729,289.9296267999998,289.9932080999997,j,l,0,1.6839890999999625,291.6295608999999,291.6295608999999,291.6295608999999,292.66162140000006,292.66162140000006,292.66162140000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,1,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,292.66162140000006,292.66162140000006,292.66162140000006,292.66162140000006,293.64558239999997,293.6819854999999,l,l,1,1.214168399999835,294.88516100000015,294.88516100000015,294.88516100000015,294.88516100000015,294.88516100000015,294.88516100000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,2,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,294.88516100000015,294.88516100000015,294.88516100000015,294.88516100000015,295.88043340000013,295.91426090000004,l,l,1,1.2523478000002797,297.1432544999998,297.1432544999998,297.1432544999998,297.1432544999998,297.1432544999998,297.1432544999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,3,21,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,297.1432544999998,297.1432544999998,297.1432544999998,297.1432544999998,298.13966889999983,298.1778064,k,k,1,1.608708100000058,299.7310855999999,299.7310855999999,299.7310855999999,300.7610126999998,300.7610126999998,300.7610126999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,4,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,300.7610126999998,300.7610126999998,300.7610126999998,300.7610126999998,301.76845730000014,301.80142579999983,j,j,1,1.6942102000002706,303.43399869999985,303.43399869999985,303.43399869999985,304.46754039999996,304.46754039999996,304.46754039999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,5,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,304.46754039999996,304.46754039999996,304.46754039999996,304.46754039999996,305.46619250000003,305.49541769999996,j,j,1,1.726347799999985,307.1748484999998,307.1748484999998,307.1748484999998,308.2493273,308.2493273,308.2493273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,6,24,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,308.2493273,308.2493273,308.2493273,308.2493273,309.2296624999999,309.2971693999998,k,k,1,1.601089100000081,310.8097339000001,310.8097339000001,310.8097339000001,311.8501885999999,311.8501885999999,311.8501885999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,7,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,311.8501885999999,311.8501885999999,311.8501885999999,311.8501885999999,312.83352190000005,312.86574500000006,j,j,1,1.180649199999607,314.0359758999998,314.0359758999998,314.0359758999998,314.0359758999998,314.0359758999998,314.0359758999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,8,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,314.0359758999998,314.0359758999998,314.0359758999998,314.0359758999998,315.0332205999998,315.06344020000006,k,k,1,1.6950035999998363,316.7080409,316.7080409,316.7080409,317.7553147999997,317.7553147999997,317.7553147999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,9,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,317.7553147999997,317.7553147999997,317.7553147999997,317.7553147999997,318.7431692,318.77660560000004,j,j,1,1.181395699999939,319.9490495,319.9490495,319.9490495,319.9490495,319.9490495,319.9490495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,10,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,319.9490495,319.9490495,319.9490495,319.9490495,320.9382258999999,320.97503659999984,k,k,1,1.4959177000000636,322.4435275000001,322.4435275000001,322.4435275000001,322.4435275000001,322.4435275000001,322.4435275000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,11,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,322.4435275000001,322.4435275000001,322.4435275000001,322.4435275000001,323.4238700000001,323.4899912000001,l,l,1,1.1592092000000775,324.6037017999997,324.6037017999997,324.6037017999997,324.6037017999997,324.6037017999997,324.6037017999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,12,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,324.6037017999997,324.6037017999997,324.6037017999997,324.6037017999997,325.57533030000013,325.6338083999999,l,l,1,1.2824779000002309,326.89230629999975,326.89230629999975,326.89230629999975,326.89230629999975,326.89230629999975,326.89230629999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,13,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,326.89230629999975,326.89230629999975,326.89230629999975,326.89230629999975,327.8893401999999,327.9203763999999,k,k,1,1.3179756999998062,329.20917039999995,329.20917039999995,329.20917039999995,329.20917039999995,329.20917039999995,329.20917039999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,1,14,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,329.20917039999995,329.20917039999995,329.20917039999995,329.20917039999995,330.20189230000005,330.2364447,j,j,1,1.6023792999999387,331.79338929999994,331.79338929999994,331.79338929999994,332.8252262000001,332.8252262000001,332.8252262000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,15,33,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,332.8252262000001,332.8252262000001,332.8252262000001,332.8252262000001,333.79346269999996,333.8555207999998,l,l,1,1.2576444999999694,335.09344680000004,335.09344680000004,335.09344680000004,335.09344680000004,335.09344680000004,335.09344680000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,1,16,34,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,335.09344680000004,335.09344680000004,335.09344680000004,335.09344680000004,336.07083479999983,336.13186670000005,l,l,1,1.3641652000001159,337.4537283999998,337.4537283999998,337.4537283999998,337.4537283999998,337.4537283999998,337.4537283999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,1,17,35,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,337.4537283999998,337.4537283999998,337.4537283999998,337.4537283999998,338.4570604999999,338.4883716999998,k,k,1,2.315904600000067,340.75098609999986,340.75098609999986,340.75098609999986,341.7912633000001,341.7912633000001,341.7912633000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,2,0,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,341.7912633000001,341.7912633000001,341.7912633000001,341.7912633000001,342.77584769999976,342.8073273,l,l,1,1.8340149000000565,344.6070888999998,344.6070888999998,344.6070888999998,345.6420975000001,345.6420975000001,345.6420975000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,2,1,37,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,345.6420975000001,345.6420975000001,345.6420975000001,345.6420975000001,346.6344515999999,346.66688939999995,k,k,1,1.7414048000000548,348.3611268999998,348.3611268999998,348.3611268999998,349.39420389999987,349.39420389999987,349.39420389999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,2,2,38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,349.39420389999987,349.39420389999987,349.39420389999987,349.39420389999987,350.3931555999998,350.42431339999985,j,j,1,1.310588899999857,351.71240119999993,351.71240119999993,351.71240119999993,351.71240119999993,351.71240119999993,351.71240119999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,2,3,39,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,351.71240119999993,351.71240119999993,351.71240119999993,351.71240119999993,352.68397779999987,352.74529219999977,l,l,1,1.7235077000000274,354.4106041,354.4106041,354.4106041,355.45547959999976,355.45547959999976,355.45547959999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,2,4,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,355.45547959999976,355.45547959999976,355.45547959999976,355.45547959999976,356.46430150000015,356.49605999999994,k,k,1,2.212096400000064,358.64546489999975,358.64546489999975,358.64546489999975,359.70963570000004,359.70963570000004,359.70963570000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,2,5,41,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,359.70963570000004,359.70963570000004,359.70963570000004,359.70963570000004,360.68765619999976,360.7537573999998,j,j,1,1.4606026000001293,362.16676989999996,362.16676989999996,362.16676989999996,362.16676989999996,362.16676989999996,362.16676989999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
